lon,lat,Thick,NEAR_DIST,Area,class1,class1o,class2,MIVER,MIVSWD
-108.500000000000000,48.500000000000000,44.960000000000001,16.588926346099999,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-107.500000000000000,48.500000000000000,47.930000000000000,17.096083569200001,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-106.500000000000000,48.500000000000000,50.469999999999999,17.637646465100001,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-105.500000000000000,48.500000000000000,48.590000000000003,18.214671418399998,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-104.500000000000000,48.500000000000000,50.590000000000003,18.824521292000000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-115.500000000000000,47.500000000000000,35.719999999999999,9.733278274000000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-114.500000000000000,47.500000000000000,42.680000000000000,10.722130883600000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-113.500000000000000,47.500000000000000,41.700000000000003,11.712876478900000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-112.500000000000000,47.500000000000000,41.640000000000001,12.704448879899999,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-111.500000000000000,47.500000000000000,43.280000000000001,13.696726854800000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-110.500000000000000,47.500000000000000,46.969999999999999,14.690052135000000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-109.500000000000000,47.500000000000000,48.380000000000003,15.233985347100001,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-108.500000000000000,47.500000000000000,49.490000000000002,15.721818728700001,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-107.500000000000000,47.500000000000000,51.079999999999998,16.252021566400000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-106.500000000000000,47.500000000000000,53.350000000000001,16.817179757800002,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-105.500000000000000,47.500000000000000,52.259999999999998,17.420121612300001,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-104.500000000000000,47.500000000000000,52.560000000000002,18.048704623799999,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-113.500000000000000,46.500000000000000,43.450000000000003,11.611325478900000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-112.500000000000000,46.500000000000000,40.049999999999997,12.607342038700001,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-111.500000000000000,46.500000000000000,36.590000000000003,13.482794578300000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-110.500000000000000,46.500000000000000,47.210000000000001,13.890483189599999,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-109.500000000000000,46.500000000000000,49.820000000000000,14.355222630200000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-108.500000000000000,46.500000000000000,49.219999999999999,14.871239534100001,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-107.500000000000000,46.500000000000000,50.640000000000001,15.422683526900000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-106.500000000000000,46.500000000000000,51.600000000000001,16.016183390999998,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-105.500000000000000,46.500000000000000,48.039999999999999,16.641254386400000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-104.500000000000000,46.500000000000000,48.729999999999997,17.277643799200000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-113.500000000000000,45.500000000000000,36.770000000000003,11.530870700600000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-112.500000000000000,45.500000000000000,40.119999999999997,12.192109963700000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-111.500000000000000,45.500000000000000,40.909999999999997,12.562138311800000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-110.500000000000000,45.500000000000000,43.299999999999997,12.998367171800000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-109.500000000000000,45.500000000000000,48.780000000000001,13.492711959099999,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-108.500000000000000,45.500000000000000,52.299999999999997,14.032134525400000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-107.500000000000000,45.500000000000000,48.750000000000000,14.614226761699999,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-106.500000000000000,45.500000000000000,46.479999999999997,15.233961722400000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-105.500000000000000,45.500000000000000,43.280000000000001,15.868285511400000,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-104.500000000000000,45.500000000000000,45.240000000000002,16.529398930799999,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-112.500000000000000,44.500000000000000,42.609999999999999,11.254737433200001,"147,039.594660000000000",0.000000000000000,0.000000000000000,"1,062.000000000000000",41.000000000000000,12.000000000000000
-96.500000000000000,43.500000000000000,46.399999999999999,21.465792533399998,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-95.500000000000000,43.500000000000000,40.960000000000001,22.291483888900000,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-94.500000000000000,43.500000000000000,37.939999999999998,23.130937267099998,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-92.500000000000000,43.500000000000000,38.130000000000003,24.668373256199999,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-91.500000000000000,43.500000000000000,41.799999999999997,25.433179751499999,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-95.500000000000000,42.500000000000000,44.350000000000001,21.753902007899999,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-94.500000000000000,42.500000000000000,45.009999999999998,22.508235235600001,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-93.500000000000000,42.500000000000000,45.270000000000003,23.258087767100001,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-92.500000000000000,42.500000000000000,40.159999999999997,24.026165731300001,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-91.500000000000000,42.500000000000000,41.670000000000002,24.810776547900002,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-95.500000000000000,41.500000000000000,39.920000000000002,21.095749830199999,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-94.500000000000000,41.500000000000000,46.939999999999998,21.848310096199999,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-93.500000000000000,41.500000000000000,45.829999999999998,22.620049673400001,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-92.500000000000000,41.500000000000000,44.369999999999997,23.409071754100001,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-91.500000000000000,41.500000000000000,39.619999999999997,24.213686905399999,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-91.500000000000000,40.500000000000000,38.509999999999998,23.584022473400001,"56,271.450463000001000",0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
-82.500000000000000,34.500000000000000,41.740000000000002,15.445497564800000,"31,115.699942200001000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-81.500000000000000,34.500000000000000,36.750000000000000,15.272197259300000,"31,115.699942200001000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-80.500000000000000,34.500000000000000,35.640000000000001,15.131032924900000,"31,115.699942200001000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-79.500000000000000,34.500000000000000,33.939999999999998,15.000888096500001,"31,115.699942200001000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-81.500000000000000,33.500000000000000,34.859999999999999,14.285203485500000,"31,115.699942200001000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-80.500000000000000,33.500000000000000,34.090000000000003,14.137826872500000,"31,115.699942200001000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-79.500000000000000,33.500000000000000,32.000000000000000,14.006260036400001,"31,115.699942200001000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-80.500000000000000,32.500000000000000,34.219999999999999,13.145650991000000,"31,115.699942200001000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-113.500000000000000,36.500000000000000,40.399999999999999,3.837133600670000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-112.500000000000000,36.500000000000000,41.609999999999999,4.495460081050000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-111.500000000000000,36.500000000000000,45.729999999999997,5.254839189680000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-110.500000000000000,36.500000000000000,41.289999999999999,6.081462907730000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-109.500000000000000,36.500000000000000,42.630000000000003,6.941640297870000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-114.500000000000000,35.500000000000000,29.730000000000000,2.428827540680000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-113.500000000000000,35.500000000000000,34.909999999999997,3.081342428360000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-112.500000000000000,35.500000000000000,36.759999999999998,3.858469520940000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-111.500000000000000,35.500000000000000,42.899999999999999,4.717906657900000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-110.500000000000000,35.500000000000000,43.880000000000003,5.530740061040000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-109.500000000000000,35.500000000000000,41.619999999999997,6.293903050580000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
-113.500000000000000,34.500000000000000,28.309999999999999,2.482385783600000,"113,990.694886000000000",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
